iter	Passed	Remaining
186	5927	152558
187	5962	152602
188	6007	152931
189	6045	153034
190	6081	153115
191	6118	153209
192	6153	153273
193	6190	153362
194	6228	153474
195	6264	153554
196	6298	153556
197	6325	153404
198	6355	153336
199	6382	153177
200	6420	153303
201	6458	153394
202	6496	153521
203	6534	153621
204	6570	153682
205	6604	153707
206	6640	153748
207	6680	153912
208	6718	154000
209	6754	154064
210	6790	154116
211	6820	154046
212	6853	154024
213	6888	154055
214	6924	154116
215	6961	154190
216	6997	154241
217	7034	154302
218	7074	154449
219	7110	154491
220	7145	154528
221	7179	154524
222	7213	154519
223	7249	154575
224	7288	154669
225	7322	154671
226	7352	154605
227	7380	154465
228	7408	154340
229	7434	154177
230	7470	154219
231	7542	155011
232	7578	155052
233	7618	155161
234	7659	155306
235	7726	155965
236	7778	156316
237	7816	156397
238	7852	156431
239	7889	156474
240	7919	156379
241	7948	156277
242	7977	156162
243	8005	156050
244	8041	156067
245	8074	156037
246	8109	156054
247	8162	156405
248	8200	156459
249	8238	156532
250	8278	156625
251	8319	156745
252	8362	156913
253	8401	156976
254	8430	156879
255	8457	156722
256	8487	156644
257	8540	156970
258	8577	157002
259	8611	156992
260	8646	157001
261	8680	156979
262	8714	156954
263	8748	156943
264	8783	156936
265	8815	156885
266	8848	156854
267	8882	156843
268	8919	156861
269	8952	156830
270	8988	156843
271	9021	156821
272	9053	156761
273	9084	156689
274	9113	156591
275	9143	156507
276	9178	156495
277	9210	156447
278	9246	156463
279	9279	156425
280	9312	156390
281	9346	156376
282	9380	156352
283	9413	156320
284	9441	156205
285	9474	156163
286	9511	156197
287	9544	156158
288	9576	156100
289	9608	156058
290	9643	156045
291	9676	156016
292	9705	155915
293	9733	155808
294	9761	155680
295	9794	155646
296	9824	155578
297	9859	155571
298	9892	155539
299	9924	155491
300	9959	155483
301	9994	155483
302	10029	155466
303	10060	155408
304	10093	155370
305	10125	155331
306	10158	155289
307	10192	155269
308	10225	155236
309	10257	155183
310	10289	155137
311	10323	155123
312	10352	155026
313	10380	154913
314	10407	154796
315	10439	154736
316	10472	154702
317	10503	154653
318	10535	154590
319	10566	154536
320	10599	154502
321	10633	154480
322	10668	154472
323	10702	154462
324	10738	154464
325	10771	154436
326	10803	154394
327	10837	154369
328	10876	154414
329	10908	154371
330	10935	154253
331	10965	154172
332	10997	154123
333	11026	154033
334	11060	154025
335	11094	154000
336	11127	153974
337	11155	153870
338	11191	153868
339	11226	153863
340	11259	153836
341	11289	153760
342	11324	153756
343	11355	153694
344	11386	153636
345	11416	153559
346	11446	153493
347	11473	153371
348	11496	153213
349	11521	153069
350	11553	153032
351	11584	152973
352	11616	152917
353	11648	152881
354	11679	152822
355	11710	152761
356	11748	152800
357	11781	152761
358	11813	152721
359	11846	152682
360	11882	152690
361	11916	152672
362	11951	152674
363	11984	152638
364	12018	152613
365	12043	152484
366	12068	152349
367	12092	152203
368	12126	152184
369	12161	152182
370	12194	152154
371	12226	152112
372	12258	152064
373	12290	152020
374	12322	151972
375	12353	151922
376	12386	151886
377	12416	151826
378	12448	151774
379	12482	151761
380	12516	151741
381	12547	151690
382	12576	151607
383	12600	151467
384	12627	151362
385	12658	151315
386	12690	151272
387	12722	151231
388	12754	151190
389	12786	151139
390	12818	151095
391	12852	151076
392	12887	151072
393	12920	151039
394	12954	151028
395	12985	150974
396	13018	150938
397	13049	150891
398	13080	150839
399	13110	150768
400	13139	150695
401	13167	150602
402	13198	150555
403	13234	150564
404	13270	150564
405	13306	150568
406	13345	150600
407	13383	150624
408	13423	150672
409	13456	150644
410	13487	150592
411	13519	150553
412	13554	150542
413	13584	150482
414	13614	150419
415	13641	150320
416	13667	150208
417	13695	150122
418	13726	150071
419	13759	150039
420	13788	149971
421	13820	149931
422	13853	149901
423	13886	149867
424	13918	149830
425	13951	149803
426	13983	149759
427	14016	149726
428	14051	149717
429	14080	149642
430	14113	149618
431	14146	149584
432	14174	149502
433	14201	149410
434	14228	149321
435	14257	149247
436	14288	149196
437	14320	149159
438	14354	149136
439	14390	149139
440	14421	149091
441	14452	149037
442	14483	148984
443	14517	148972
444	14550	148943
445	14580	148873
446	14613	148850
447	14646	148815
448	14676	148762
449	14702	148662
450	14729	148565
451	14756	148477
452	14785	148414
453	14816	148365
454	14849	148330
455	14877	148254
456	14911	148233
457	14944	148202
458	14977	148173
459	15008	148132
460	15041	148102
461	15084	148163
462	15115	148121
463	15146	148065
464	15176	148015
465	15203	147927
466	15232	147852
467	15258	147762
468	15286	147686
469	15318	147644
470	15350	147605
471	15380	147550
472	15410	147489
473	15444	147472
474	15479	147466
475	15511	147429
476	15547	147425
477	15582	147410
478	15614	147372
479	15646	147340
480	15680	147315
481	15710	147263
482	15740	147204
483	15766	147114
484	15795	147040
485	15821	146954
486	15854	146922
487	15887	146898
488	15919	146854
489	15952	146824
490	15983	146782
491	16015	146745
492	16052	146748
493	16082	146697
494	16113	146651
495	16144	146599
496	16175	146554
497	16207	146517
498	16236	146457
499	16268	146413
500	16298	146359
501	16325	146275
502	16351	146187
503	16378	146104
504	16407	146047
505	16440	146016
506	16470	145962
507	16505	145953
508	16540	145943
509	16572	145900
510	16605	145872
511	16638	145844
512	16668	145796
513	16699	145751
514	16729	145695
515	16761	145659
516	16793	145620
517	16825	145583
518	16851	145491
519	16880	145429
520	16909	145370
521	16945	145369
522	16982	145377
523	17016	145357
524	17052	145350
525	17086	145335
526	17120	145310
527	17171	145437
528	17205	145415
529	17237	145381
530	17276	145399
531	17314	145419
532	17352	145428
533	17382	145377
534	17413	145326
535	17442	145269
536	17472	145213
537	17509	145217
538	17547	145233
539	17608	145432
540	17652	145492
541	17688	145489
542	17727	145506
543	17760	145479
544	17793	145450
545	17825	145415
546	17859	145387
547	17888	145324
548	17914	145242
549	17940	145154
550	17965	145062
551	18001	145051
552	18037	145048
553	18072	145035
554	18108	145032
555	18142	145011
556	18177	144995
557	18210	144966
558	18245	144951
559	18277	144915
560	18311	144892
561	18343	144857
562	18378	144842
563	18410	144802
564	18444	144778
565	18476	144746
566	18510	144721
567	18542	144687
568	18572	144632
569	18604	144591
570	18643	144611
571	18675	144571
572	18704	144509
573	18735	144467
574	18765	144409
575	18797	144373
576	18828	144332
577	18860	144296
578	18892	144258
579	18924	144218
580	18956	144181
581	18987	144137
582	19021	144109
583	19052	144069
584	19082	144017
585	19112	143960
586	19142	143914
587	19173	143867
588	19206	143833
589	19235	143780
590	19269	143754
591	19299	143699
592	19330	143656
593	19358	143589
594	19391	143561
595	19423	143526
596	19454	143482
597	19486	143441
598	19518	143405
599	19546	143339
600	19577	143298
601	19606	143238
602	19636	143188
603	19665	143128
604	19701	143118
605	19734	143094
606	19765	143045
607	19798	143018
608	19835	143016
609	19864	142961
610	19897	142931
611	19930	142899
612	19958	142837
613	19989	142790
614	20022	142765
615	20056	142741
616	20089	142713
617	20121	142674
618	20150	142615
619	20179	142559
620	20215	142553
621	20248	142520
622	20280	142484
623	20310	142433
624	20344	142408
625	20378	142387
626	20413	142375
627	20446	142341
628	20478	142306
629	20507	142251
630	20536	142189
631	20564	142129
632	20596	142091
633	20627	142052
634	20656	141990
635	20699	142034
636	20740	142056
637	20776	142047
638	20818	142079
639	20857	142088
640	20896	142102
641	20933	142101
642	20972	142107
643	21011	142123
644	21050	142134
645	21082	142097
646	21114	142055
647	21141	141985
648	21170	141932
649	21210	141949
650	21247	141944
651	21284	141942
652	21320	141932
653	21361	141951
654	21398	141946
655	21433	141929
656	21477	141971
657	21517	141986
658	21556	141995
659	21596	142011
660	21630	141986
661	21656	141915
662	21680	141821
663	21705	141741
664	21738	141706
665	21773	141688
666	21809	141677
667	21842	141652
668	21878	141639
669	21911	141606
670	21947	141598
671	21986	141600
672	22023	141597
673	22055	141561
674	22094	141568
675	22136	141598
676	22176	141606
677	22209	141577
678	22241	141537
679	22270	141485
680	22301	141439
681	22333	141402
682	22367	141378
683	22403	141362
684	22434	141323
685	22464	141271
686	22498	141245
687	22527	141190
688	22557	141139
689	22590	141105
690	22624	141086
691	22655	141037
692	22684	140986
693	22720	140970
694	22750	140919
695	22781	140876
696	22810	140823
697	22834	140736
698	22862	140672
699	22895	140646
700	22927	140607
701	22954	140541
702	22986	140503
703	23018	140468
704	23049	140420
705	23077	140363
706	23108	140315
707	23140	140281
708	23177	140274
709	23207	140228
710	23238	140183
711	23266	140120
712	23302	140110
713	23335	140078
714	23366	140033
715	23396	139989
716	23433	139981
717	23468	139961
718	23500	139922
719	23534	139901
720	23566	139859
721	23595	139805
722	23629	139783
723	23662	139755
724	23699	139743
725	23731	139708
726	23762	139663
727	23797	139644
728	23830	139615
729	23862	139578
730	23897	139560
731	23928	139519
732	23958	139468
733	23986	139409
734	24017	139364
735	24045	139307
736	24077	139269
737	24113	139255
738	24149	139243
739	24184	139224
740	24215	139179
741	24247	139146
742	24282	139127
743	24315	139096
744	24347	139059
745	24377	139010
746	24415	139008
747	24448	138974
748	24477	138924
749	24505	138865
750	24532	138802
751	24565	138770
752	24604	138774
753	24636	138733
754	24668	138697
755	24700	138661
756	24731	138621
757	24766	138600
758	24798	138563
759	24828	138515
760	24864	138503
761	24900	138491
762	24932	138449
763	24962	138407
764	24990	138345
765	25014	138266
766	25044	138220
767	25079	138199
768	25115	138182
769	25148	138152
770	25183	138131
771	25216	138102
772	25251	138082
773	25283	138046
774	25318	138026
775	25349	137986
776	25383	137960
777	25413	137913
778	25446	137880
779	25478	137846
780	25505	137783
781	25533	137722
782	25558	137651
783	25586	137594
784	25614	137534
785	25648	137507
786	25679	137465
787	25710	137429
788	25743	137394
789	25775	137359
790	25806	137319
791	25836	137273
792	25871	137254
793	25901	137204
794	25932	137162
795	25959	137103
796	25987	137044
797	26014	136985
798	26043	136931
799	26071	136876
800	26104	136845
801	26138	136817
802	26172	136792
803	26207	136772
804	26238	136732
805	26269	136695
806	26303	136665
807	26335	136631
808	26372	136620
809	26404	136586
810	26437	136553
811	26468	136515
812	26501	136483
813	26530	136435
814	26559	136379
815	26585	136317
816	26612	136252
817	26642	136211
818	26678	136192
819	26710	136156
820	26743	136125
821	26780	136116
822	26812	136082
823	26845	136050
824	26878	136020
825	26910	135985
826	26943	135954
827	26976	135924
828	27007	135883
829	27036	135832
830	27064	135776
831	27091	135719
