iter	RMSE
237	349.6809544
238	349.4527639
239	349.3394098
240	349.0694687
241	348.9378433
242	348.505455
243	348.3372015
244	348.0203088
245	347.9011076
246	347.4192399
247	347.2691798
248	347.1237491
249	346.8096075
250	346.6918798
251	346.504835
252	346.3356444
253	346.2287066
254	346.0692087
255	346.0089565
256	345.8539771
257	345.6999195
258	345.5735833
259	345.4474791
260	345.3880053
261	345.2471041
262	345.1215035
263	344.992776
264	344.7103429
265	344.6196898
266	344.5249389
267	344.1806816
268	344.1207025
269	344.037994
270	343.9017195
271	343.77469
272	343.6726473
273	343.5572781
274	343.4032392
275	343.287428
276	343.1057746
277	342.9530467
278	342.8553621
279	342.8202842
280	342.52559
281	342.4758498
282	342.3373195
283	342.1570423
284	341.9881611
285	341.9492682
286	341.8388697
287	341.7372474
288	341.6938543
289	341.6220566
290	341.4450996
291	341.3787451
292	341.283826
293	341.1970948
294	341.0837503
295	341.0150986
296	340.8975705
297	340.7740999
298	340.7205707
299	340.5960328
300	340.4449926
301	340.2532235
302	340.1955109
303	340.0961387
304	339.9945387
305	339.8566818
306	339.6158862
307	339.5261947
308	339.3793807
309	339.2459247
310	339.1944445
311	339.0996638
312	338.9875189
313	338.8681309
314	338.7773794
315	338.6341123
316	338.4893804
317	338.3596021
318	338.2472822
319	338.0750156
320	337.9652682
321	337.8882214
322	337.6285058
323	337.3927223
324	337.2554642
325	337.1402656
326	337.070398
327	336.9373349
328	336.8777356
329	336.7565275
330	336.6299322
331	336.5309627
332	336.4595532
333	336.3266164
334	336.2463895
335	336.1423256
336	335.9429722
337	335.8511059
338	335.7680622
339	335.6439059
340	335.4788377
341	335.4042899
342	335.2933806
343	335.1661097
344	335.0664436
345	334.9162177
346	334.8525404
347	334.8025738
348	334.7257574
349	334.5823006
350	334.5217391
351	334.4120072
352	334.3292642
353	334.2516502
354	334.1640994
355	334.0919784
356	333.9559971
357	333.9054575
358	333.7947658
359	333.6828519
360	333.6278018
361	333.5417426
362	333.4495213
363	333.2446702
364	333.1907777
365	333.0851314
366	332.9708023
367	332.8409369
368	332.7244384
369	332.6227678
370	332.5365097
371	332.4640328
372	332.3796381
373	332.3173219
374	332.2158276
375	332.1564143
376	332.0245368
377	331.9186107
378	331.7869988
379	331.7440484
380	331.6800554
381	331.5940593
382	331.5034617
383	331.4632405
384	331.4221012
385	331.3018654
386	331.2670888
387	331.197738
388	331.137478
389	331.0545032
390	330.9872873
391	330.8851476
392	330.8304544
393	330.7911122
394	330.7458515
395	330.6829717
396	330.5529169
397	330.4902785
398	330.4396661
399	330.3658279
400	330.2853554
401	330.1426831
402	330.0793921
403	329.9898205
404	329.9142144
405	329.8172152
406	329.7578172
407	329.7121629
408	329.5782325
409	329.5221247
410	329.4529425
411	329.3535049
412	329.2639677
413	329.1605523
414	329.0866567
415	329.026825
416	328.9728643
417	328.9215416
418	328.7920885
419	328.734054
420	328.7006962
421	328.6248392
422	328.5414231
423	328.4679708
424	328.301665
425	328.2339558
426	328.1155911
427	328.0242286
428	327.8944481
429	327.8281674
430	327.758379
431	327.6836304
432	327.5024948
433	327.4180045
434	327.3573816
435	327.2779102
436	327.1696476
437	327.1005968
438	326.9045788
439	326.8339066
440	326.6987275
441	326.6752265
442	326.5504767
443	326.4806261
444	326.3881192
445	326.2922023
446	326.2348579
447	326.1431451
448	326.0128108
449	325.9488425
450	325.8474226
451	325.7396276
452	325.655759
453	325.626446
454	325.5440419
455	325.4826069
456	325.4137345
457	325.319258
458	325.2154573
459	325.1501679
460	325.0400254
461	324.9147615
462	324.8634405
463	324.7975203
464	324.6647908
465	324.6281953
466	324.561351
467	324.5334414
468	324.4639484
469	324.3977587
470	324.3576834
471	324.2811246
472	324.2180086
473	324.1478587
474	324.0435436
475	323.9677738
476	323.9223143
477	323.8386191
478	323.7621869
479	323.7041746
480	323.6750047
481	323.598639
482	323.527901
483	323.473206
484	323.4317377
485	323.4049718
486	323.311898
487	323.2551062
488	323.2024596
489	323.1298701
490	323.0252794
491	323.0070601
492	322.9592318
493	322.9355576
494	322.910803
495	322.8819762
496	322.8360231
497	322.7633892
498	322.6457079
499	322.6217331
500	322.5460161
501	322.4542324
502	322.3856514
503	322.3331039
504	322.2743634
505	322.255476
506	322.1850255
507	322.1366126
508	322.0180155
509	321.9628901
510	321.9132921
511	321.8471956
512	321.8222509
513	321.7585844
514	321.6863757
515	321.6044542
516	321.520202
517	321.4519723
518	321.418165
519	321.3115789
520	321.2650464
521	321.2245887
522	321.1288852
523	321.0634895
524	320.9823408
525	320.8594079
526	320.8088038
527	320.7740043
528	320.7524431
529	320.6861074
530	320.6438212
531	320.5648177
532	320.4987936
533	320.4124291
534	320.3309885
535	320.2667119
536	320.216941
537	320.1333934
538	320.0810658
539	320.0488475
540	319.9368155
541	319.9098942
542	319.8844346
543	319.8312829
544	319.7827411
545	319.7131268
546	319.6568183
547	319.6273812
548	319.5802054
549	319.4979718
550	319.4226028
551	319.3850493
552	319.2878552
553	319.2159264
554	319.1821087
555	319.1542232
556	319.0720145
557	318.9645781
558	318.899372
559	318.8401131
560	318.7482364
561	318.6955834
562	318.6234959
563	318.6056637
564	318.5346735
565	318.4870379
566	318.3790829
567	318.3717321
568	318.3576078
569	318.3027186
570	318.246135
571	318.1419989
572	318.0614899
573	317.9977848
574	317.945604
575	317.8399113
576	317.7872291
577	317.7118018
578	317.6204583
579	317.5226139
580	317.412418
581	317.3318749
582	317.2558175
583	317.1900511
584	317.1413677
585	317.072237
586	317.0042633
587	316.9511187
588	316.8931699
589	316.7717069
590	316.7414944
591	316.6563672
592	316.6258063
593	316.5653357
594	316.523215
595	316.4457664
596	316.3566994
597	316.3000613
598	316.2065618
599	316.129568
600	316.0731898
601	316.0084848
602	315.9355162
603	315.8837665
604	315.7995807
605	315.7638908
606	315.6772272
607	315.6157155
608	315.5839921
609	315.5572111
610	315.4837101
611	315.447407
612	315.4302664
613	315.41279
614	315.3899471
615	315.3045052
616	315.2810626
617	315.2380459
618	315.1526856
619	315.1256386
620	315.0713951
621	315.0153388
622	314.9384465
623	314.861343
624	314.8362718
625	314.7803371
626	314.7252693
627	314.6825307
628	314.6230791
629	314.575294
630	314.5456425
631	314.4567815
632	314.4380573
633	314.3498165
634	314.2691069
635	314.1981425
636	314.1366752
637	314.0740813
638	313.9871911
639	313.9297613
640	313.8536202
641	313.795612
642	313.7498867
643	313.7250933
644	313.6514699
645	313.547107
646	313.5166203
647	313.4708843
648	313.356924
649	313.2674323
650	313.2201757
651	313.122351
652	313.1075014
653	313.0635086
654	313.0315281
655	312.9769635
656	312.9103134
657	312.8359776
658	312.7628244
659	312.7120812
660	312.69164
661	312.6501755
662	312.5841554
663	312.5260699
664	312.4771454
665	312.4374012
666	312.3760462
667	312.3014692
668	312.2703526
669	312.2390149
670	312.2277987
671	312.1939126
672	312.1395905
673	311.9992505
674	311.9350514
675	311.8918972
676	311.8653822
677	311.8014785
678	311.7376784
679	311.6857731
680	311.6129329
681	311.5415794
682	311.4576517
683	311.4127211
684	311.3797941
685	311.3441691
686	311.3296147
687	311.2880064
688	311.2201902
689	311.2002089
690	311.1197717
691	311.0759964
692	311.0417044
693	310.9918439
694	310.9385967
695	310.9088972
696	310.8696048
697	310.8135363
698	310.7617522
699	310.7022545
700	310.5999014
701	310.5673186
702	310.4586586
703	310.4135207
704	310.3737943
705	310.3523198
706	310.2383973
707	310.1585035
708	310.1035741
709	310.0095373
710	309.9574789
711	309.8339321
712	309.8168049
713	309.7738788
714	309.7318681
715	309.690475
716	309.6202571
717	309.610622
718	309.544114
719	309.5298123
720	309.4940724
721	309.4723221
722	309.3934797
723	309.2968586
724	309.2690935
725	309.2488853
726	309.2272209
727	309.2038278
728	309.1599367
729	309.1274221
730	309.0541862
731	309.0355909
732	309.0089538
733	308.9891771
734	308.9566421
735	308.8702945
736	308.8006865
737	308.7112979
738	308.6627671
739	308.5972053
740	308.5308323
741	308.4749169
742	308.4383022
743	308.3719448
744	308.3362871
745	308.3010592
746	308.2312821
747	308.2117649
748	308.146962
749	308.0876325
750	308.0322315
751	307.9788203
752	307.9201084
753	307.8990957
754	307.8418187
755	307.7925002
756	307.7374186
757	307.6690577
758	307.6157594
759	307.5655424
760	307.5132159
761	307.4311173
762	307.4069639
763	307.3493445
764	307.3089577
765	307.2819823
766	307.2355405
767	307.1677826
768	307.1283016
769	307.0828241
770	307.0317497
771	306.9868671
772	306.9605517
773	306.9454344
774	306.8847236
775	306.8471736
776	306.799875
777	306.7488105
778	306.6991491
779	306.66584
780	306.5781171
781	306.5436915
782	306.5071392
783	306.4727571
784	306.4257455
785	306.3791876
786	306.3227693
787	306.2867864
788	306.2176412
789	306.1837223
790	306.1594304
791	306.1062052
792	306.087325
793	306.0339963
794	305.9958898
795	305.9295065
796	305.9059603
797	305.8644149
798	305.8427514
799	305.8121955
800	305.7607868
801	305.7157493
802	305.6655446
803	305.6026094
804	305.574772
805	305.5284173
806	305.5114803
807	305.500584
808	305.454477
809	305.4121961
810	305.3319082
811	305.3152076
812	305.2591367
813	305.2197844
814	305.1925793
815	305.1589329
816	305.1226125
817	305.0933537
818	305.0705428
819	305.0422465
820	304.9744452
821	304.9451027
822	304.8818895
823	304.8533937
824	304.8125446
825	304.7694245
826	304.7078665
827	304.6371304
828	304.5666264
829	304.5154077
830	304.4917881
831	304.4766882
832	304.4457408
833	304.387974
834	304.3279143
835	304.2584239
836	304.2046493
837	304.1450521
838	304.1093952
839	304.0679282
840	304.0434066
841	304.0334223
842	303.971758
843	303.9438583
844	303.9156539
845	303.871243
846	303.800955
847	303.7642703
848	303.7113677
849	303.6550829
850	303.6004239
851	303.5713653
852	303.5328373
853	303.4958946
854	303.436772
855	303.4002042
856	303.3814616
857	303.3454492
858	303.2785079
859	303.2619076
860	303.2203959
861	303.1704223
862	303.1057605
863	303.0517102
864	303.0194802
865	302.9902899
866	302.9338439
867	302.8648076
868	302.8156837
869	302.776911
870	302.7319778
871	302.7057211
872	302.6868107
873	302.643879
874	302.6165687
875	302.5635355
876	302.5406572
877	302.5151499
878	302.4905038
879	302.4701819
880	302.4399302
881	302.403421
882	302.3264858
883	302.2870307
884	302.2088181
885	302.1580123
886	302.1167376
887	302.0896934
888	302.0166702
889	301.9502422
890	301.8974007
891	301.8615484
892	301.8500181
893	301.7965198
894	301.7661875
895	301.7193391
896	301.697918
897	301.648397
898	301.6313395
899	301.5738874
900	301.5167737
901	301.4829694
902	301.4624967
903	301.4287365
904	301.4132191
905	301.3633752
906	301.3223413
907	301.2613461
908	301.2302506
909	301.1728397
910	301.1296686
911	301.095578
912	301.048883
913	300.9825726
914	300.9483087
915	300.8607057
916	300.8165811
917	300.7734738
918	300.7127501
919	300.6860901
920	300.6584059
921	300.6101234
922	300.5834443
923	300.5482369
924	300.4926001
925	300.4505611
926	300.4147712
927	300.3802281
928	300.3663438
929	300.2862433
930	300.2601814
931	300.2122804
932	300.1767747
933	300.1017843
934	300.0346526
935	299.9787027
936	299.9421191
937	299.8697875
938	299.8065993
939	299.7657092
940	299.7274725
941	299.7017392
942	299.6495539
943	299.6060631
944	299.5710822
945	299.5077913
946	299.4461584
947	299.3740122
948	299.3543435
949	299.3261391
950	299.269124
951	299.2436902
952	299.2089088
953	299.1630058
954	299.1194251
955	299.0804371
956	299.0431751
957	298.9925445
958	298.9689056
959	298.9543972
960	298.9027798
961	298.874867
962	298.832305
963	298.785493
964	298.7750558
965	298.7537983
966	298.7153369
967	298.6521548
968	298.6252765
969	298.5830218
970	298.5653949
971	298.4848218
972	298.4439651
973	298.3969287
974	298.3472661
975	298.2797268
976	298.2628595
977	298.2035483
978	298.1728713
979	298.1486894
980	298.1316521
981	298.0972271
982	298.066403
983	298.0502451
984	298.0048668
985	297.9561899
986	297.9369193
987	297.9094195
988	297.8968797
989	297.8732877
990	297.8578887
991	297.8212174
992	297.7577392
993	297.707692
994	297.6805921
995	297.6648167
996	297.6291635
997	297.5679904
998	297.5410786
999	297.5200127
1000	297.5120532
1001	297.4862265
1002	297.4608041
1003	297.4421517
1004	297.3995152
1005	297.3770886
1006	297.328362
1007	297.2808482
1008	297.2304377
1009	297.1855182
1010	297.1510999
1011	297.1097682
1012	297.0984325
1013	297.0681433
1014	297.0305015
1015	296.9886791
1016	296.9431422
1017	296.8771671
1018	296.846066
1019	296.820732
1020	296.7801049
1021	296.7396546
1022	296.7088051
1023	296.6719576
1024	296.6326054
1025	296.5902001
1026	296.5481786
1027	296.5128954
1028	296.4952561
1029	296.4789826
1030	296.4650799
1031	296.4401579
1032	296.4329274
1033	296.40412
1034	296.3663468
1035	296.3162094
1036	296.2774055
1037	296.2701
1038	296.2372514
